row_number,market_area,company_name,generator_name,dispatch_type,generation_source,generation_form,fuel_type,capacity_mw
5815,비수도권,목포문화방송(주),고흥5호 태양광,비중앙,신재생에너지,태양광,태양광,0.994
5816,비수도권,여수문화방송(주),고흥6호 태양광발전기,비중앙,신재생에너지,태양광,태양광,0.994
5817,비수도권,유한회사 대서034,대서034 태양광,비중앙,신재생에너지,태양광,태양광,0.994
5818,비수도권,농업회사법인 주식회사 다빈,다빈팜태양광발전소,비중앙,신재생에너지,태양광,태양광,1.526
5819,비수도권,주식회사 디에치에스피,디에치에스피 태양광,비중앙,신재생에너지,태양광,태양광,0.999
5820,비수도권,주식회사 케이피이그린에너지,케이피이그린에너지,비중앙,신재생에너지,연료전지,연료전지,19.8
5821,비수도권,주식회사 태선에너지,(주)태선에너지태양광,비중앙,신재생에너지,태양광,태양광,2.999
5822,비수도권,순수햇빛발전 주식회사,순수햇빛발전태양광,비중앙,신재생에너지,태양광,태양광,2.999
5823,비수도권,한국남부발전(주),음성군 감우리 태양광,비중앙,신재생에너지,태양광,태양광,0.554
5824,비수도권,해인일호태양광 주식회사,해인일호(주) 태양광발전소,비중앙,신재생에너지,태양광,태양광,0.498
5825,비수도권,(주)구례태양광발전소 1호,(주)구례태양광,비중앙,신재생에너지,태양광,태양광,1.998
5826,비수도권,씨엔씨티쏠라넷에이치투(주),신탄진에너지2호,비중앙,신재생에너지,태양광,태양광,0.886
5827,비수도권,씨엔씨티쏠라넷에이치투(주),장항에너지2호,비중앙,신재생에너지,태양광,태양광,0.998
5828,비수도권,씨엔씨티쏠라넷에이치원(주),장항에너지1호,비중앙,신재생에너지,태양광,태양광,0.998
5829,비수도권,씨엔씨티쏠라넷에이치원(주),신탄진에너지1호,비중앙,신재생에너지,태양광,태양광,0.886
5830,제주,한국중부발전(주),제주성읍리2단계태양광,비중앙,신재생에너지,태양광,태양광,1.0
5831,제주,한국중부발전(주),제주 성읍리 1단계 태양광 발전소,비중앙,신재생에너지,태양광,태양광,1.0
5832,비수도권,한국전력공사,한전가상발전기#18 무안햇빛,비중앙,기타,기타,기타,0.0
5833,비수도권,케이솔라이호 주식회사,양재태양광발전소,비중앙,신재생에너지,태양광,태양광,0.496
5834,비수도권,케이솔라이호 주식회사,그랜드태양광발전소,비중앙,신재생에너지,태양광,태양광,0.496
5835,비수도권,케이솔라이호 주식회사,박산(노령)태양광,비중앙,신재생에너지,태양광,태양광,0.5
5836,비수도권,케이솔라이호 주식회사,미루태양광발전소,비중앙,신재생에너지,태양광,태양광,0.499
5837,비수도권,케이솔라이호 주식회사,코리아나4호태양광,비중앙,신재생에너지,태양광,태양광,0.993
5838,비수도권,케이솔라이호 주식회사,큰빛태양광발전소,비중앙,신재생에너지,태양광,태양광,0.995
5839,비수도권,케이솔라이호 주식회사,해비치태양광발전소,비중앙,신재생에너지,태양광,태양광,0.748
5840,비수도권,케이솔라이호 주식회사,라움태양광발전소,비중앙,신재생에너지,태양광,태양광,0.397
5841,비수도권,케이솔라이호 주식회사,성민태양광발전소,비중앙,신재생에너지,태양광,태양광,0.493
5842,비수도권,케이솔라이호 주식회사,에덴에너지,비중앙,신재생에너지,태양광,태양광,0.996
5843,비수도권,케이솔라이호 주식회사,상만해비치9호태양광,비중앙,신재생에너지,태양광,태양광,0.498
5844,비수도권,케이솔라이호 주식회사,적도6호태양광발전소,비중앙,신재생에너지,태양광,태양광,0.299
5845,비수도권,케이솔라이호 주식회사,써니태양광,비중앙,신재생에너지,태양광,태양광,0.495
5846,비수도권,케이솔라이호 주식회사,한욱1호태양광,비중앙,신재생에너지,태양광,태양광,0.499
5847,비수도권,케이솔라이호 주식회사,용호2호태양광,비중앙,신재생에너지,태양광,태양광,0.499
5848,비수도권,케이솔라일호 주식회사,헵시바2호,비중앙,신재생에너지,태양광,태양광,0.999
5849,비수도권,케이솔라일호 주식회사,JS1발전,비중앙,신재생에너지,태양광,태양광,0.959
5850,비수도권,케이솔라일호 주식회사,다우6호태양광발전소,비중앙,신재생에너지,태양광,태양광,0.996
5851,비수도권,케이솔라일호 주식회사,대련3호 태양광발전소,비중앙,신재생에너지,태양광,태양광,0.48
5852,비수도권,케이솔라일호 주식회사,양보2호 태양광,비중앙,신재생에너지,태양광,태양광,0.956
5853,비수도권,케이솔라일호 주식회사,항아2호에너지,비중앙,신재생에너지,태양광,태양광,0.972
5854,비수도권,(주)세아네트웍스,포항제강RD센터태양광,비중앙,신재생에너지,태양광,태양광,0.029
5855,비수도권,케이솔라이호 주식회사,대원에너지제1태양광,비중앙,신재생에너지,태양광,태양광,0.997
5856,비수도권,케이솔라이호 주식회사,아이엠16호 태양광,비중앙,신재생에너지,태양광,태양광,0.992
5857,비수도권,케이솔라이호 주식회사,아이엠15호 태양광,비중앙,신재생에너지,태양광,태양광,0.992
5858,비수도권,케이솔라이호 주식회사,용산11호 태양광발전소,비중앙,신재생에너지,태양광,태양광,0.5
5859,비수도권,케이솔라이호 주식회사,지안파워텍 태양광발전소,비중앙,신재생에너지,태양광,태양광,0.496
5860,수도권,케이솔라이호 주식회사,가평정 태양광발전소,비중앙,신재생에너지,태양광,태양광,0.499
5861,비수도권,케이솔라이호 주식회사,씨엔케이태양광발전소,비중앙,신재생에너지,태양광,태양광,0.492
5862,비수도권,케이솔라이호 주식회사,은총 태양광발전소,비중앙,신재생에너지,태양광,태양광,1.0
5863,비수도권,케이솔라이호 주식회사,오석상회 태양광발전소,비중앙,신재생에너지,태양광,태양광,0.867
5864,수도권,케이솔라이호 주식회사,삼농태양광발전소1호,비중앙,신재생에너지,태양광,태양광,0.5
5865,비수도권,케이솔라이호 주식회사,케이솔라이호 JS태양광,비중앙,신재생에너지,태양광,태양광,0.498
5866,비수도권,케이솔라이호 주식회사,케이솔라이호 양양태양광,비중앙,신재생에너지,태양광,태양광,0.398
5867,비수도권,케이솔라이호 주식회사,케이솔라이호 양덕태양광,비중앙,신재생에너지,태양광,태양광,0.418
5868,비수도권,케이솔라이호 주식회사,사계절발전소,비중앙,신재생에너지,태양광,태양광,0.999
5869,비수도권,케이솔라이호 주식회사,아리랑 태양광발전소,비중앙,신재생에너지,태양광,태양광,0.999
5870,비수도권,케이솔라이호 주식회사,환성4호발전태양광발전소,비중앙,신재생에너지,태양광,태양광,0.498
5871,비수도권,케이솔라이호 주식회사,대야도어촌계태양광,비중앙,신재생에너지,태양광,태양광,0.993
5872,비수도권,케이솔라이호 주식회사,한빛태양광발전소,비중앙,신재생에너지,태양광,태양광,0.394
5873,비수도권,케이솔라이호 주식회사,경애 태양광발전소,비중앙,신재생에너지,태양광,태양광,0.604
5874,비수도권,케이솔라이호 주식회사,은광1태양광발전소,비중앙,신재생에너지,태양광,태양광,0.492
5875,비수도권,케이솔라이호 주식회사,상만해비치1호태양광발전소,비중앙,신재생에너지,태양광,태양광,0.19
5876,비수도권,케이솔라이호 주식회사,재민태양광발전소,비중앙,신재생에너지,태양광,태양광,0.5
5877,비수도권,케이솔라이호 주식회사,감천준혁태양광발전소,비중앙,신재생에너지,태양광,태양광,0.193
5878,비수도권,케이솔라이호 주식회사,일백2호태양광발전소,비중앙,신재생에너지,태양광,태양광,0.471
5879,비수도권,케이솔라이호 주식회사,일백1호태양광발전소,비중앙,신재생에너지,태양광,태양광,0.471
5880,비수도권,케이솔라이호 주식회사,감천대영태양광발전소,비중앙,신재생에너지,태양광,태양광,0.31
5881,비수도권,케이솔라이호 주식회사,에이스태양광발전소,비중앙,신재생에너지,태양광,태양광,0.462
5882,비수도권,케이솔라이호 주식회사,썬미래태양광발전소,비중앙,신재생에너지,태양광,태양광,0.499
5883,비수도권,케이솔라이호 주식회사,진성1호태양광발전소,비중앙,신재생에너지,태양광,태양광,0.289
5884,비수도권,케이솔라이호 주식회사,진성태양광발전소,비중앙,신재생에너지,태양광,태양광,0.189
5885,비수도권,케이솔라이호 주식회사,현진태양광발전소,비중앙,신재생에너지,태양광,태양광,0.498
5886,비수도권,케이솔라이호 주식회사,적도5호태양광발전소,비중앙,신재생에너지,태양광,태양광,0.498
5887,비수도권,케이솔라이호 주식회사,고센태양광발전소,비중앙,신재생에너지,태양광,태양광,0.194
5888,비수도권,케이솔라이호 주식회사,희망태양광발전소,비중앙,신재생에너지,태양광,태양광,0.497
5889,비수도권,케이솔라이호 주식회사,합곡1호태양광,비중앙,신재생에너지,태양광,태양광,0.5
5890,비수도권,케이솔라이호 주식회사,유안에너지태양광,비중앙,신재생에너지,태양광,태양광,0.295
5891,비수도권,케이솔라이호 주식회사,선경태양광발전소,비중앙,신재생에너지,태양광,태양광,0.395
5892,비수도권,케이솔라이호 주식회사,경천6호태양광,비중앙,신재생에너지,태양광,태양광,0.863
5893,비수도권,케이솔라이호 주식회사,티앤테크정선1호,비중앙,신재생에너지,태양광,태양광,0.497
5894,비수도권,케이솔라이호 주식회사,태우태양광,비중앙,신재생에너지,태양광,태양광,0.47
5895,비수도권,케이솔라이호 주식회사,아란에너지태양광,비중앙,신재생에너지,태양광,태양광,0.473
5896,비수도권,케이솔라이호 주식회사,새싹태양광발전소,비중앙,신재생에너지,태양광,태양광,0.802
5897,비수도권,케이솔라이호 주식회사,복주에너지태양광,비중앙,신재생에너지,태양광,태양광,0.496
5898,비수도권,케이솔라이호 주식회사,비월복주에너지태양광,비중앙,신재생에너지,태양광,태양광,0.497
5899,비수도권,케이솔라이호 주식회사,소망태양광발전소,비중앙,신재생에너지,태양광,태양광,1.0
5900,비수도권,케이솔라이호 주식회사,남영솔라태양광,비중앙,신재생에너지,태양광,태양광,0.999
5901,비수도권,케이솔라이호 주식회사,남산1솔라태양광,비중앙,신재생에너지,태양광,태양광,0.495
5902,비수도권,케이솔라이호 주식회사,논골태양광,비중앙,신재생에너지,태양광,태양광,0.298
5903,비수도권,케이솔라이호 주식회사,병곡1호태양광,비중앙,신재생에너지,태양광,태양광,0.697
5904,비수도권,케이솔라이호 주식회사,자은1호태양광,비중앙,신재생에너지,태양광,태양광,0.955
5905,비수도권,케이솔라이호 주식회사,광성에너지태양광,비중앙,신재생에너지,태양광,태양광,0.524
5906,비수도권,케이솔라이호 주식회사,은식1호태양광발전소,비중앙,신재생에너지,태양광,태양광,0.497
5907,비수도권,케이솔라이호 주식회사,찬동에너지태양광,비중앙,신재생에너지,태양광,태양광,0.998
5908,비수도권,케이솔라이호 주식회사,고은이엔지1호태양광,비중앙,신재생에너지,태양광,태양광,0.5
5909,비수도권,케이솔라이호 주식회사,찬늘태양광발전소,비중앙,신재생에너지,태양광,태양광,0.497
5910,비수도권,케이솔라이호 주식회사,혜광태양광발전소,비중앙,신재생에너지,태양광,태양광,0.298
5911,비수도권,케이솔라이호 주식회사,진에너지1호태양광,비중앙,신재생에너지,태양광,태양광,0.5
5912,비수도권,케이솔라이호 주식회사,썬광명태양광발전소,비중앙,신재생에너지,태양광,태양광,0.994
5913,비수도권,케이솔라이호 주식회사,스마일11호태양광,비중앙,신재생에너지,태양광,태양광,0.896
5914,비수도권,케이솔라이호 주식회사,유정태양광발전,비중앙,신재생에너지,태양광,태양광,0.48
5915,비수도권,케이솔라이호 주식회사,신교15호태양광발전소,비중앙,신재생에너지,태양광,태양광,0.497
5916,비수도권,케이솔라이호 주식회사,코스모태양광발전소,비중앙,신재생에너지,태양광,태양광,0.958
5917,비수도권,케이솔라이호 주식회사,용호1호태양광발전소,비중앙,신재생에너지,태양광,태양광,0.499
5918,비수도권,케이솔라이호 주식회사,원중솔라에너지 태양광,비중앙,신재생에너지,태양광,태양광,0.401
5919,비수도권,케이솔라이호 주식회사,선경4호태양광발전소,비중앙,신재생에너지,태양광,태양광,0.09
5920,비수도권,케이솔라이호 주식회사,플러스태양광발전소,비중앙,신재생에너지,태양광,태양광,0.394
5921,비수도권,케이솔라이호 주식회사,온빛태양광발전소,비중앙,신재생에너지,태양광,태양광,0.999
5922,비수도권,케이솔라일호 주식회사,S12구억리,비중앙,신재생에너지,태양광,태양광,0.959
5923,비수도권,케이솔라일호 주식회사,아우라지 태양광발전소,비중앙,신재생에너지,태양광,태양광,0.497
5924,비수도권,케이솔라일호 주식회사,화음리1호 발전소,비중앙,신재생에너지,태양광,태양광,0.498
5925,비수도권,케이솔라일호 주식회사,넥스트 용하리 태양광,비중앙,신재생에너지,태양광,태양광,0.596
5926,수도권,케이솔라일호 주식회사,서검발전소,비중앙,신재생에너지,태양광,태양광,0.974
5927,비수도권,케이솔라이호 주식회사,베스트1태양광발전소,비중앙,신재생에너지,태양광,태양광,0.299
5928,비수도권,케이솔라이호 주식회사,굿태양광발전소,비중앙,신재생에너지,태양광,태양광,0.494
5929,비수도권,케이솔라이호 주식회사,유림태양광발전소,비중앙,신재생에너지,태양광,태양광,0.494
5930,비수도권,케이솔라이호 주식회사,삼현에너지태양광,비중앙,신재생에너지,태양광,태양광,0.45
5931,비수도권,케이솔라이호 주식회사,호성발전소,비중앙,신재생에너지,태양광,태양광,0.637
5932,비수도권,케이솔라이호 주식회사,계림태양광발전소,비중앙,신재생에너지,태양광,태양광,0.637
5933,비수도권,케이솔라이호 주식회사,운사2호태양광발전소,비중앙,신재생에너지,태양광,태양광,0.791
5934,비수도권,케이솔라이호 주식회사,희망태양광발전소,비중앙,신재생에너지,태양광,태양광,0.493
5935,비수도권,케이솔라이호 주식회사,희정태양광발전소,비중앙,신재생에너지,태양광,태양광,0.696
5936,비수도권,케이솔라이호 주식회사,이종석1호태양광,비중앙,신재생에너지,태양광,태양광,0.965
5937,비수도권,케이솔라이호 주식회사,웅2호에너지,비중앙,신재생에너지,태양광,태양광,0.497
5938,비수도권,케이솔라이호 주식회사,에스엘엘13호기태양광발전소,비중앙,신재생에너지,태양광,태양광,0.194
5939,비수도권,케이솔라이호 주식회사,경희태양광발전소,비중앙,신재생에너지,태양광,태양광,0.298
5940,비수도권,케이솔라이호 주식회사,케이솔라이호(순창양지),비중앙,신재생에너지,태양광,태양광,0.496
5941,비수도권,케이솔라이호 주식회사,홍성례1호태양광,비중앙,신재생에너지,태양광,태양광,0.499
5942,비수도권,케이솔라이호 주식회사,소병도1호태양광발전소,비중앙,신재생에너지,태양광,태양광,0.499
5943,비수도권,케이솔라이호 주식회사,선경이앤에프태양광발전소,비중앙,신재생에너지,태양광,태양광,0.194
5944,비수도권,케이솔라이호 주식회사,선경2호태양광발전소,비중앙,신재생에너지,태양광,태양광,0.295
5945,비수도권,케이솔라이호 주식회사,선경태양광발전소,비중앙,신재생에너지,태양광,태양광,0.498
5946,비수도권,케이솔라이호 주식회사,한빛태양광발전소,비중앙,신재생에너지,태양광,태양광,0.999
5947,비수도권,케이솔라일호 주식회사,여천에너지,비중앙,신재생에너지,태양광,태양광,0.695
5948,비수도권,케이솔라일호 주식회사,광의,비중앙,신재생에너지,태양광,태양광,0.99
5949,비수도권,케이솔라일호 주식회사,송강 태양광발전소,비중앙,신재생에너지,태양광,태양광,0.496
5950,비수도권,케이솔라일호 주식회사,삼마에너지,비중앙,신재생에너지,태양광,태양광,0.996
5951,비수도권,케이솔라일호 주식회사,케이솔라일호 썬양천태양광발전소,비중앙,신재생에너지,태양광,태양광,0.992
5952,비수도권,케이솔라일호 주식회사,신교12호 태양광발전소,비중앙,신재생에너지,태양광,태양광,0.478
5953,비수도권,케이솔라일호 주식회사,신교3호 태양광발전소,비중앙,신재생에너지,태양광,태양광,0.449
5954,비수도권,케이솔라일호 주식회사,선광태양광발전소,비중앙,신재생에너지,태양광,태양광,0.289
5955,비수도권,케이솔라일호 주식회사,올바름2호태양광발전소,비중앙,신재생에너지,태양광,태양광,0.195
5956,비수도권,케이솔라일호 주식회사,케이탑플랜트1호태양광,비중앙,신재생에너지,태양광,태양광,0.391
5957,비수도권,케이솔라일호 주식회사,케이탑파워1호,비중앙,신재생에너지,태양광,태양광,0.391
5958,비수도권,케이솔라일호 주식회사,현대에어썬텍금산6,비중앙,신재생에너지,태양광,태양광,0.495
5959,비수도권,케이솔라일호 주식회사,횡성케이솔라2호 ,비중앙,신재생에너지,태양광,태양광,0.345
5960,비수도권,케이솔라일호 주식회사,화음리2호 발전소,비중앙,신재생에너지,태양광,태양광,0.467
5961,비수도권,한국동서발전(주),호남연료전지,비중앙,신재생에너지,연료전지,연료전지,15.0
5962,비수도권,케이솔라일호 주식회사,해리1호,비중앙,신재생에너지,태양광,태양광,0.999
5963,비수도권,케이솔라일호 주식회사,JS태양,비중앙,신재생에너지,태양광,태양광,0.991
5964,비수도권,케이솔라일호 주식회사,통해제5태양광발전소,비중앙,신재생에너지,태양광,태양광,0.919
5965,비수도권,케이솔라일호 주식회사,현성,비중앙,신재생에너지,태양광,태양광,0.499
5966,비수도권,케이솔라일호 주식회사,KS2,비중앙,신재생에너지,태양광,태양광,0.959
5967,비수도권,케이솔라일호 주식회사,S4목소리,비중앙,신재생에너지,태양광,태양광,0.279
5968,비수도권,케이솔라일호 주식회사,S3평온리,비중앙,신재생에너지,태양광,태양광,0.995
5969,비수도권,케이솔라일호 주식회사,한주실업,비중앙,신재생에너지,태양광,태양광,0.997
5970,비수도권,케이솔라일호 주식회사,용곡,비중앙,신재생에너지,태양광,태양광,0.497
5971,비수도권,케이솔라일호 주식회사,백포리3호 ,비중앙,신재생에너지,태양광,태양광,0.998
5972,비수도권,케이솔라일호 주식회사,백포리2호 ,비중앙,신재생에너지,태양광,태양광,1.0
5973,비수도권,케이솔라일호 주식회사,백포리1호,비중앙,신재생에너지,태양광,태양광,1.0
5974,비수도권,케이솔라일호 주식회사,S10성곡리,비중앙,신재생에너지,태양광,태양광,0.745
5975,비수도권,케이솔라일호 주식회사,S6성곡리,비중앙,신재생에너지,태양광,태양광,0.998
5976,비수도권,케이솔라일호 주식회사,고성루스 태양광발전소,비중앙,신재생에너지,태양광,태양광,0.909
5977,비수도권,케이솔라일호 주식회사,S1목소리발전 ,비중앙,신재생에너지,태양광,태양광,0.995
5978,비수도권,케이솔라일호 주식회사,엘림3호 ,비중앙,신재생에너지,태양광,태양광,0.999
5979,비수도권,케이솔라일호 주식회사,H30태양광발전소,비중앙,신재생에너지,태양광,태양광,0.954
5980,비수도권,케이솔라일호 주식회사,원현 태양광발전소,비중앙,신재생에너지,태양광,태양광,0.989
5981,비수도권,케이솔라일호 주식회사,다우5호태양광발전소,비중앙,신재생에너지,태양광,태양광,0.996
5982,비수도권,케이솔라일호 주식회사,여천태양광발전소,비중앙,신재생에너지,태양광,태양광,0.695
5983,비수도권,케이솔라일호 주식회사,단양에너지1,비중앙,신재생에너지,태양광,태양광,0.983
5984,비수도권,케이솔라일호 주식회사,매정이노솔라 태양광발전소,비중앙,신재생에너지,태양광,태양광,0.997
5985,비수도권,케이솔라일호 주식회사,매정지오솔라 태양광발전소,비중앙,신재생에너지,태양광,태양광,0.997
5986,비수도권,케이솔라일호 주식회사,매정썬토피아 태양광발전소,비중앙,신재생에너지,태양광,태양광,0.997
5987,비수도권,케이솔라일호 주식회사,김성용 태양광발전소,비중앙,신재생에너지,태양광,태양광,0.398
5988,비수도권,케이솔라일호 주식회사,케이솔라일호 썬빌리지1호태양광,비중앙,신재생에너지,태양광,태양광,0.992
5989,비수도권,케이솔라일호 주식회사,케이솔라일호 수혁원에너지 태양광,비중앙,신재생에너지,태양광,태양광,0.447
5990,비수도권,케이솔라일호 주식회사,케이솔라일호 옥천1태양광발전소,비중앙,신재생에너지,태양광,태양광,0.5
5991,비수도권,케이솔라일호 주식회사,현대넥솔영동 태양광발전소,비중앙,신재생에너지,태양광,태양광,0.804
5992,비수도권,케이솔라일호 주식회사,현대넥솔 태양광발전소,비중앙,신재생에너지,태양광,태양광,0.75
5993,비수도권,케이솔라일호 주식회사,케이솔라일호석정태양광발전소,비중앙,신재생에너지,태양광,태양광,0.492
5994,비수도권,케이솔라일호 주식회사,달밭태양광발전소,비중앙,신재생에너지,태양광,태양광,0.997
5995,비수도권,케이솔라일호 주식회사,케이솔라일호 다온2호태양광발전소,비중앙,신재생에너지,태양광,태양광,0.498
5996,비수도권,케이솔라일호 주식회사,케이솔라일호 다온1호태양광발전소,비중앙,신재생에너지,태양광,태양광,0.498
5997,비수도권,케이솔라일호 주식회사,케이솔라일호영수해바라기발전소,비중앙,신재생에너지,태양광,태양광,0.998
5998,비수도권,케이솔라일호 주식회사,선종1호 태양광발전소,비중앙,신재생에너지,태양광,태양광,0.999
5999,비수도권,케이솔라일호 주식회사,케이솔라일호 경식투 태양광발전소,비중앙,신재생에너지,태양광,태양광,0.499
6000,비수도권,케이솔라일호 주식회사,양지에너지1호,비중앙,신재생에너지,태양광,태양광,0.491
6001,비수도권,케이솔라일호 주식회사,케이솔라일호 솔라레이진도 태양광,비중앙,신재생에너지,태양광,태양광,0.496
6002,비수도권,케이솔라일호 주식회사,케이솔라일호 솔라스트림진도 태양광,비중앙,신재생에너지,태양광,태양광,0.499
6003,비수도권,케이솔라일호 주식회사,케이솔라일호 명성태양광발전소,비중앙,신재생에너지,태양광,태양광,0.598
6004,비수도권,케이솔라일호 주식회사,삽존리현대에코 ,비중앙,신재생에너지,태양광,태양광,0.761
6005,비수도권,케이솔라일호 주식회사,솔라드림,비중앙,신재생에너지,태양광,태양광,0.498
6006,비수도권,케이솔라일호 주식회사,케이솔라일호 철원이글스 태양광,비중앙,신재생에너지,태양광,태양광,0.499
6007,비수도권,케이솔라일호 주식회사,케이솔라일호 와수이글스 태양광,비중앙,신재생에너지,태양광,태양광,0.37
6008,비수도권,케이솔라일호 주식회사,(주)가재파워 태양광발전소,비중앙,신재생에너지,태양광,태양광,0.998
6009,비수도권,케이솔라일호 주식회사,용진태양광발전소3호,비중앙,신재생에너지,태양광,태양광,0.201
6010,비수도권,케이솔라일호 주식회사,용진태양광발전소2호,비중앙,신재생에너지,태양광,태양광,0.499
6011,비수도권,케이솔라일호 주식회사,용진태양광발전소1호,비중앙,신재생에너지,태양광,태양광,0.499
6012,비수도권,케이솔라일호 주식회사,(주)케이에스피 태양광발전소,비중앙,신재생에너지,태양광,태양광,0.999
6013,비수도권,케이솔라일호 주식회사,(주)오에스피 태양광발전소,비중앙,신재생에너지,태양광,태양광,0.999
6014,비수도권,케이솔라일호 주식회사,백두 태양광발전소,비중앙,신재생에너지,태양광,태양광,0.998
6015,비수도권,케이솔라일호 주식회사,리더스에너지 태양광발전소,비중앙,신재생에너지,태양광,태양광,0.998
6016,비수도권,케이솔라일호 주식회사,케이솔라일호진도2호태양광발전소,비중앙,신재생에너지,태양광,태양광,0.495
6017,비수도권,케이솔라일호 주식회사,에이치원솔라십일호 태양광발전소,비중앙,신재생에너지,태양광,태양광,0.99
6018,비수도권,케이솔라일호 주식회사,태인  태양광발전소,비중앙,신재생에너지,태양광,태양광,0.995
6019,비수도권,케이솔라일호 주식회사,성진 태양광발전소,비중앙,신재생에너지,태양광,태양광,0.496
6020,비수도권,케이솔라일호 주식회사,영완4 태양광발전소,비중앙,신재생에너지,태양광,태양광,0.499
6021,비수도권,케이솔라일호 주식회사,금강태양광발전소,비중앙,신재생에너지,태양광,태양광,0.799
6022,비수도권,케이솔라일호 주식회사,케이솔라일호 호수2,비중앙,신재생에너지,태양광,태양광,0.46
6023,비수도권,케이솔라일호 주식회사,항아에너지케이솔라일호,비중앙,신재생에너지,태양광,태양광,0.972
6024,비수도권,어신태양광발전소,어신태양광,비중앙,신재생에너지,태양광,태양광,1.0
6025,비수도권,케이솔라일호 주식회사,운사 태양광발전소,비중앙,신재생에너지,태양광,태양광,0.991
6026,수도권,케이솔라일호 주식회사,가평현 태양광발전소,비중앙,신재생에너지,태양광,태양광,0.397
6027,비수도권,케이솔라일호 주식회사,횡성케이솔라4호 태양광발전소,비중앙,신재생에너지,태양광,태양광,0.499
6028,비수도권,주식회사 효성에너지태양광발전소유원,(주)효성에너지태양광발전소유원2,비중앙,신재생에너지,태양광,태양광,0.483
6029,비수도권,케이솔라일호 주식회사,케이솔라일호주식회사(헤레브호촌),비중앙,신재생에너지,태양광,태양광,0.778
6030,비수도권,케이솔라일호 주식회사,설희 ,비중앙,신재생에너지,태양광,태양광,0.958
6031,비수도권,케이솔라일호 주식회사,서정 태양광발전소,비중앙,신재생에너지,태양광,태양광,0.499
6032,비수도권,케이솔라일호 주식회사,정원태양광,비중앙,신재생에너지,태양광,태양광,0.499
6033,비수도권,케이솔라일호 주식회사,용덕1호,비중앙,신재생에너지,태양광,태양광,0.499
6034,비수도권,케이솔라일호 주식회사,중촌파워,비중앙,신재생에너지,태양광,태양광,0.998
6035,비수도권,케이솔라일호 주식회사,아름파워,비중앙,신재생에너지,태양광,태양광,0.998
6036,비수도권,케이솔라일호 주식회사,은진,비중앙,신재생에너지,태양광,태양광,0.497
6037,비수도권,케이솔라일호 주식회사,제니태양광 ,비중앙,신재생에너지,태양광,태양광,0.482
6038,비수도권,케이솔라일호 주식회사,선경태양광,비중앙,신재생에너지,태양광,태양광,0.994
6039,비수도권,케이솔라일호 주식회사,케이솔라일호 상진발전소 ,비중앙,신재생에너지,태양광,태양광,0.998
6040,비수도권,케이솔라일호 주식회사,케이솔라일호 헤르멜에너지,비중앙,신재생에너지,태양광,태양광,0.994
6041,비수도권,케이솔라일호 주식회사,홍익태양광 ,비중앙,신재생에너지,태양광,태양광,0.996
6042,비수도권,케이솔라일호 주식회사,거창 케이솔라1호 햇빛발전소 ,비중앙,신재생에너지,태양광,태양광,0.998
6043,비수도권,케이솔라일호 주식회사,월리3호 태양광발전소,비중앙,신재생에너지,태양광,태양광,0.506
6044,비수도권,케이솔라일호 주식회사,횡성케이솔라1호 ,비중앙,신재생에너지,태양광,태양광,0.499
6045,비수도권,케이솔라일호 주식회사,월리2호 태양광발전소,비중앙,신재생에너지,태양광,태양광,0.506
6046,비수도권,케이솔라일호 주식회사,횡성케이솔라3호 ,비중앙,신재생에너지,태양광,태양광,0.499
6047,비수도권,케이솔라일호 주식회사,월리1호 태양광발전소,비중앙,신재생에너지,태양광,태양광,0.454
6048,비수도권,케이솔라일호 주식회사,광명2,비중앙,신재생에너지,태양광,태양광,0.748
6049,비수도권,케이솔라일호 주식회사,S4평온리태양광발전소,비중앙,신재생에너지,태양광,태양광,0.295
6050,수도권,케이솔라일호 주식회사,엠호1호태양광발전소,비중앙,신재생에너지,태양광,태양광,0.992
6051,수도권,케이솔라일호 주식회사,케이오1호 ,비중앙,신재생에너지,태양광,태양광,0.992
6052,수도권,케이솔라일호 주식회사,아이오1호,비중앙,신재생에너지,태양광,태양광,0.992
6053,비수도권,케이솔라일호 주식회사,사계절발전소,비중앙,신재생에너지,태양광,태양광,0.498
6054,수도권,나래에너지서비스 주식회사,나래에너지서비스(주)RPS발전기,비중앙,RPS,RPS,RPS,0.0
6055,비수도권,주식회사 효성에너지태양광발전소유원,(주)효성에너지태양광발전소유원1,비중앙,신재생에너지,태양광,태양광,0.439
6056,비수도권,염전마을주민발전 주식회사,염전마을주민 태양광발전기,비중앙,신재생에너지,태양광,태양광,2.004
6057,비수도권,고려아연 (주) 온산제련소,고려아연복합GT,비중앙,화력,복합,LNG,171.0
6058,비수도권,고려아연 (주) 온산제련소,고려아연복합CC,비중앙,화력,복합,LNG,272.5
6059,비수도권,주식회사 동강엔지니어링,광현 태양광발전소,비중앙,신재생에너지,태양광,태양광,0.796
6060,비수도권,농업회사법인주식회사우포월드,우포월드 바이오가스,비중앙,신재생에너지,내연,바이오가스,0.6
6061,비수도권,주식회사 대도에너지,주식회사 대도에너지발전기,비중앙,신재생에너지,태양광,태양광,0.994
6062,비수도권,(주)단촌솔라,(주)단촌솔라발전기,비중앙,신재생에너지,태양광,태양광,0.994
6063,비수도권,(주)솔리스,솔리스 태양광,비중앙,신재생에너지,태양광,태양광,0.993
6064,비수도권,주식회사 솔라온,솔라온태양광발전소,비중앙,신재생에너지,태양광,태양광,0.993
